Fecha,Residuo,Tipo,Clasificación,Tipo de Movimiento,Fuente,Cantidad (kg)
11/09/2019,Cartón,Convencionales,Aprovechable,Salida,,380
11/09/2019,Estibas,Convencionales,Aprovechable,Salida,,1680
11/09/2019,Madera Retal,Convencionales,Aprovechable,Salida,,2240
11/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,212.6
11/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,256.6
11/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,177.6
11/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Lavamoldes,23.2
11/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,7.6
11/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,215.8
11/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,22.2
11/09/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Cogeneración,114
12/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,550
12/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,18
12/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,15
12/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,27
12/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,21.8
12/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,61.8
12/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,28
12/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,19
12/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,38
12/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,28.8
12/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,86.2
12/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,688.2
12/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,277.6
12/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Lavamoldes,22.6
12/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,711.8
12/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,64.4
12/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,19.8
12/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Cempa,13.8
13/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,350
13/09/2019,Plegadiza,Convencionales,Aprovechable,Salida,,70
13/09/2019,Cores,Convencionales,Aprovechable,Salida,,300
13/09/2019,Cartón,Convencionales,Aprovechable,Salida,,90
13/09/2019,Madera Retal,Convencionales,Aprovechable,Salida,,90
13/09/2019,Madera Retal,Convencionales,Aprovechable,Salida,,500
13/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,6
13/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,6
13/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,7
13/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,3
13/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,104.8
13/09/2019,PL - Polietileno,Convencionales,Aprovechable,Salida,,424.2
13/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,11
13/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,13
13/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,23
13/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,14.6
13/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Salida,,154.6
13/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,24.6
13/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,183.6
13/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,127.6
13/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,91.2
13/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,432
13/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,202.6
13/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,196.6
13/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,19.4
13/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,180
13/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,80
13/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,60
13/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Almacén,30
14/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,560
14/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Salida,,16.8
16/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,320
16/09/2019,Plegadiza,Convencionales,Aprovechable,Salida,,50
16/09/2019,Cores,Convencionales,Aprovechable,Salida,,340
16/09/2019,Cartón,Convencionales,Aprovechable,Salida,,530
16/09/2019,PL - Polietileno,Convencionales,Aprovechable,Salida,,452
16/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,160
16/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,90
16/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,50
16/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Almacén,20
17/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,460
17/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,39.4
17/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,410.6
17/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,347.4
17/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Salida,,1401
17/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,20
17/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,20
17/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,35
17/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,111.2
17/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,435.2
17/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,381.8
17/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Lavamoldes,40.6
17/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,2928.8
17/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,33
17/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,63.6
17/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,,258.6
17/09/2019,DS - Descarte,Proceso,Aprovechable,Salida,,822
17/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,268.2
17/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,11
17/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,9
17/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,23
17/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,14
18/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,440
18/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,86.4
18/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,78.1
18/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,78.1
18/09/2019,Saborizada,,,Ingreso,Doria Mosquera,5160
18/09/2019,Saborizada,,,Salida,,5160
18/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,383.8
18/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,141
18/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Lavamoldes,28.6
18/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,95.4
18/09/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Taller,42.6
18/09/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Empaque,73
18/09/2019,Cinta marcación,Residuo Peligroso,Y12,Salida,Empaque,36.2
19/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,520
19/09/2019,Residuos del Casino,Convencionales,Aprovechable,Salida,,460
19/09/2019,Madera Retal,Convencionales,Aprovechable,Salida,,8.6
19/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,107.6
19/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,43.8
19/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,236
19/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,118.4
19/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,123.4
19/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,19
19/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,21
19/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,38
19/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,22.8
19/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,289.4
19/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,13.2
19/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,9.8
19/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,22
19/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,13.8
19/09/2019,Sólidos contaminados pintura,Residuo Peligroso,Y12,Salida,Metalicas Buitrago,29
20/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,115
20/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,36
20/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,518.2
20/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,126
20/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Calidad,99.6
20/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,104
20/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Lavamoldes,14.6
20/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,13
20/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,11
20/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,22
20/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,16
20/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,9
20/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,9
20/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,13
20/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,10.4
20/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,128
21/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,280
21/09/2019,Cores,Convencionales,Aprovechable,Salida,,680
21/09/2019,Cartón,Convencionales,Aprovechable,Salida,,500
21/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,480
21/09/2019,SR - Recorte saborizada,Proceso,Aprovechable,Salida,,2920
21/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,290.4
21/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,110.6
21/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,187
21/09/2019,Saborizada,,,Ingreso,Doria Mosquera,2920
21/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Salida,Doria Mosquera,740.4
21/09/2019,Saborizada,,,Salida,,2920
21/09/2019,PL - Polietileno,Convencionales,Aprovechable,Salida,,454
21/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,245.8
21/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,120.4
21/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,1412
21/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,140
21/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,70
21/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,50
21/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Almacén,20
23/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,467.7
23/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,215.3
23/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,120.2
23/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,90.2
23/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,831.1
23/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,272.6
23/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,624.8
24/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,240
24/09/2019,Plegadiza,Convencionales,Aprovechable,Salida,,130
24/09/2019,Lonas,Convencionales,Aprovechable,Salida,,410
24/09/2019,Cores,Convencionales,Aprovechable,Salida,,240
24/09/2019,Cartón,Convencionales,Aprovechable,Salida,,520
24/09/2019,Estibas,Convencionales,Aprovechable,Salida,,610
24/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,580
24/09/2019,Cores,Convencionales,Aprovechable,Salida,,240
24/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,107
24/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,Molino,100
24/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,45
24/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,45
24/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,253.6
24/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,187
24/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,29
24/09/2019,Sólidos contaminados pintura,Residuo Peligroso,Y12,Salida,Experta,20.4
25/09/2019,Chatarra,Convencionales,Aprovechable,Salida,,2710
25/09/2019,SR - Recorte saborizada,Proceso,Aprovechable,Salida,,2510
25/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,31.4
25/09/2019,Saborizada,,,Ingreso,Doria Mosquera,2510
25/09/2019,Saborizada,,,Salida,,2510
25/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Calidad,53.2
25/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Salida,,1669
25/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,66.6
25/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,970
25/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,91.8
25/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,66.6
25/09/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Taller,9.8
25/09/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Empaque,13.8
25/09/2019,Cinta marcación,Residuo Peligroso,Y12,Salida,Empaque,11.4
26/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,460
26/09/2019,Residuos del Casino,Convencionales,Aprovechable,Salida,,380
26/09/2019,Plegadiza,Convencionales,Aprovechable,Salida,,60
26/09/2019,Cores,Convencionales,Aprovechable,Salida,,130
26/09/2019,Cartón,Convencionales,Aprovechable,Salida,,490
26/09/2019,Estibas,Convencionales,Aprovechable,Salida,,630
26/09/2019,Chatarra,Convencionales,Aprovechable,Salida,,2130
26/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,24.2
26/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,19.6
26/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,19.6
26/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,60.6
26/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Lavamoldes,10.8
26/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,136.8
26/09/2019,PL - Polietileno,Convencionales,Aprovechable,Salida,,615.8
27/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,40
27/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,35
27/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,70
27/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,50.8
27/09/2019,PP - Polipropileno,Convencionales,Aprovechable,Salida,,488.8
27/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,30
27/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,22
27/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,38
27/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,27.2
27/09/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,77.8
27/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,100
27/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,60
27/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,50
27/09/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Almacén,30
27/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,25
27/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,64.4
27/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,64.4
27/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,49
27/09/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Taller,15
27/09/2019,Cinta marcación,Residuo Peligroso,Y12,Salida,Empaque,9.4
27/09/2019,Biológicos,Residuo Peligroso,A4020,Salida,L. Microbiologico,44
27/09/2019,Fosfamina,Residuo Peligroso,Y4,Salida,Saneamiento,16.8
28/09/2019,Cartón,Convencionales,Aprovechable,Salida,,4.2
28/09/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,540
28/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,14.1
28/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,14.1
28/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,30.8
28/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,30.8
28/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,100
28/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Lavamoldes,14.4
30/09/2019,Trigo por Color,Proceso,No Aprovechable,Salida,,6740
30/09/2019,Residuos Peligrosos,Residuo Peligroso,No Aprovechable,Salida,,970
30/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,280.6
30/09/2019,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,574.6
30/09/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,255
30/09/2019,DS - Descarte,Proceso,Aprovechable,Salida,SIRCEM,1111.2
30/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,27.4
30/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,27.4
30/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,117.5
30/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,117.5
30/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Salida,Línea D,2305.8
30/09/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,,325
30/09/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Empaque,8.8
30/09/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Cogeneración,14
1/10/2019,Chatarra,Convencionales,Aprovechable,Salida,,550
1/10/2019,Chatarra,Convencionales,Aprovechable,Salida,,1870
1/10/2019,SR - Recorte saborizada,Proceso,Aprovechable,Salida,,4510
1/10/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,340
1/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,425.6
1/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,374.4
1/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,63.4
1/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,70.1
1/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,70.1
1/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Cempa,16.4
1/10/2019,Saborizada,,,Ingreso,Doria Mosquera,4510
1/10/2019,Saborizada,,,Salida,Doria Mosquera,4510
1/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,163.6
2/10/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,160
2/10/2019,Plegadiza,Convencionales,Aprovechable,Salida,,110
2/10/2019,Cores,Convencionales,Aprovechable,Salida,,210
2/10/2019,Cartón,Convencionales,Aprovechable,Salida,,830
2/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,60.4
2/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,25
2/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,25
2/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,,30
2/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,24.4
2/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,15.8
2/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,75
2/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,9
2/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,8
2/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,10
2/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,8
2/10/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cedi,70
2/10/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Doria Mosquera,50
2/10/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,30
2/10/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Almacén,10
3/10/2019,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,190
3/10/2019,Cartón,Convencionales,Aprovechable,Salida,,270
3/10/2019,Estibas,Convencionales,Aprovechable,Salida,,1020
3/10/2019,SR - Recorte saborizada,Proceso,Aprovechable,Salida,,1430
3/10/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,540
3/10/2019,Residuos del Casino,Convencionales,Aprovechable,Salida,,380
3/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Salida,,184.2
3/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,58.6
3/10/2019,PL - Polietileno,Convencionales,Aprovechable,Salida,,529.4
3/10/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,70.6
3/10/2019,DS - Descarte,Proceso,Aprovechable,Salida,,654.4
3/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,64.8
3/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,1090
3/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,17.8
3/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,13.8
3/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,31.4
3/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Salida,,806.6
3/10/2019,Saborizada,,,Ingreso,Doria Mosquera,1430
3/10/2019,Saborizada,,,Salida,,1430
4/10/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,26.8
4/10/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,Molino,975
4/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,335.2
4/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Canecas,64.8
4/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,110.6
4/10/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Taller,9.8
4/10/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Empaque,14
4/10/2019,Cinta marcación,Residuo Peligroso,Y12,Salida,Empaque,13.8
5/10/2019,Ordinarios,Ordinarios,No Aprovechable,Salida,,430
5/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,236.4
5/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,428.2
5/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,45
7/10/2019,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,82.4
7/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,45
7/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,45
7/10/2019,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Lavamoldes,39.2
7/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,199.9
7/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,199.9
7/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,40.8
7/10/2019,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,40.8
7/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,12
7/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea B,12
7/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,25
7/10/2019,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,14.2
7/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,9
7/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea B,9
7/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,9
7/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,6.4
7/10/2019,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,212
7/10/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Proyecto MIMO,5.6
7/10/2019,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,Empaque,11.4
